Date,Flow ID,Flow Name,Message ID,Message Name,Message Channel,Status,Total Recipients,Total Delivered,Unique Opens,Unique Clicks,Unique Unsubscribes,Bounces,Total Opens,Total Apple Privacy Opens,Unique Apple Privacy Opens,Open Rate,Total Clicks,Click Rate,Total Unsubscribes,Spam Complaints,Unsubscribe Rate,Bounce Rate,Spam Complaints Rate,Total Placed Order,Avg Placed Order,Unique Placed Order,Avg Unique Placed Order,Total Placed Order Value,Avg Placed Order Value,Placed Order Rate,Revenue Per Recipient (RPR),Tags,Message Status,Region,Persona
Sep 20 2025 - Mar 20 2026,UqpJT7,IT_WinBack_2,XGpJBA,IT_Trigger_Marketing_WinBack_Touch3,Email,Draft,8,8,4,0,0,0,5,5,4,50.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0,0.00,0,0,0.00,0.00,0.00%,0.00,"Marketing, EU, IT",draft,IT,#N/A
Sep 20 2025 - Mar 20 2026,YnxcHZ,Tory_Burch_Confirmed_Shipment,TULC4e,IT_Trigger_Transactional_ShipConfirmation,Email,Live,"2,395","2,390","1,559",512,1,5,"3,647","1,652",957,65.23%,"1,015",21.42%,1,0,0.04%,0.21%,0.00%,10,1.67,6,1,"2,292.20",229.22,0.25%,0.96,"EU, Transactional",live,IT,#N/A
Sep 20 2025 - Mar 20 2026,TYG8jh,Tory_Burch_OrderCancellation,RpYFvp,IT_Trigger_Transactional_OrderCancellation,Email,Live,22,22,18,1,0,0,40,24,14,81.82%,1,4.55%,0,0,0.00%,0.00%,0.00%,0,0.00,0,0,0.00,0.00,0.00%,0.00,"EU, Transactional",live,IT,#N/A
Sep 20 2025 - Mar 20 2026,TtX6eb,Tory_Burch_Order_Confirmation_Placed_Order,UReFZG,IT_Trigger_Transactional_OrderConfirmation_PlacedOrder,Email,Live,"2,378","2,370","1,677",534,1,8,"4,465","1,875","1,046",70.76%,"1,192",22.53%,1,0,0.04%,0.34%,0.00%,19,1.19,16,1,"3,142.83",165.41,0.68%,1.33,"EU, Transactional",live,IT,#N/A
Sep 20 2025 - Mar 20 2026,UVasee,Tory_Burch_PayBylink,Wgr3Re,IT_Trigger_Transactional_PayByLink,Email,Live,20,20,10,7,0,0,50,14,6,50.00%,16,35.00%,0,0,0.00%,0.00%,0.00%,3,1.50,2,1,512.21,170.74,10.00%,25.61,"EU, Transactional",live,IT,#N/A
Sep 20 2025 - Mar 20 2026,SaeYGN,Tory_Burch_PaybyLink_Order_Confirmation,TsTk8V,IT_Trigger_Transactional_OrderConfirmation,Email,Live,32,32,24,4,0,0,63,22,16,75.00%,17,12.50%,0,0,0.00%,0.00%,0.00%,0,0.00,0,0,0.00,0.00,0.00%,0.00,"EU, Transactional",live,IT,#N/A
Sep 20 2025 - Mar 20 2026,RNTtfr,Tory_Burch_Refunded_Order,TgNjnk,IT_Trigger_Transactional_RefundDetails,Email,Live,292,292,207,3,0,0,484,218,130,70.89%,4,1.03%,0,0,0.00%,0.00%,0.00%,0,0.00,0,0,0.00,0.00,0.00%,0.00,"EU, Transactional",live,IT,#N/A
Sep 20 2025 - Mar 20 2026,U2entr,Tory_Burch_Reset_Password,XrPCMB,IT_Trigger_Transactional_PasswordReset,Email,Live,313,313,201,190,2,0,474,194,113,64.22%,287,60.70%,2,0,0.64%,0.00%,0.00%,82,1.05,78,1,"20,858.68",254.37,24.92%,66.64,"EU, Transactional",live,IT,#N/A
Sep 20 2025 - Mar 20 2026,XLea9c,Tory_Burch_Returned_Order,VbwHji,IT_Trigger_Transactional_ReturnOrderConfirmation,Email,Live,69,69,56,30,0,0,149,61,37,81.16%,59,43.48%,0,0,0.00%,0.00%,0.00%,2,2.00,1,1,445.13,222.57,1.45%,6.45,"EU, Transactional",live,IT,#N/A
Sep 20 2025 - Mar 20 2026,Rafxpu,JP_AbandonBrowse,TSMYKu,JP_Trigger_Marketing_Abandon_Browse_Touch1,Email,Live,"125,908","125,809","33,937","7,598",29,99,"117,719","73,647","25,036",26.98%,"15,887",6.04%,29,2,0.02%,0.08%,0.00%,272,1.08,253,1,"8,434,601.34","31,009.56",0.20%,67.04,"Marketing, JP",live,JP,#N/A
Sep 20 2025 - Mar 20 2026,Rafxpu,JP_AbandonBrowse,WmcV8T,JP_Trigger_Marketing_Abandon_Browse_Touch1-Sale,Email,Live,"56,807","56,700","20,839","5,010",17,107,"50,798","31,386","14,634",36.75%,"9,886",8.84%,17,0,0.03%,0.19%,0.00%,139,1.08,129,1,"4,020,616.00","28,925.29",0.23%,70.91,"Marketing, JP",live,JP,#N/A
Sep 20 2025 - Mar 20 2026,Rafxpu,JP_AbandonBrowse,SJ4Lwg,JP_Trigger_Marketing_Abandon_Browse_Touch2,Email,Live,"33,512","33,448","13,854","1,989",8,64,"28,900","17,798","9,650",41.42%,"3,586",5.95%,8,0,0.02%,0.19%,0.00%,41,1.05,39,1,"1,032,201.00","25,175.63",0.12%,30.86,"Marketing, JP",live,JP,#N/A
Sep 20 2025 - Mar 20 2026,WEzc3D,JP_AbandonCart,YsZ5y8,JP_Trigger_Marketing_Abandon_Cart_Touch1,Email,Live,"22,150","22,101","10,248","2,821",8,49,"21,272","12,459","7,061",46.37%,"5,435",12.76%,8,0,0.04%,0.22%,0.00%,396,1.03,383,1,"15,078,083.00","38,075.97",1.73%,682.24,"Marketing, JP",live,JP,#N/A
Sep 20 2025 - Mar 20 2026,WEzc3D,JP_AbandonCart,TeyiCs,JP_Trigger_Marketing_Abandon_Cart_Touch2,Email,Live,"4,535","4,520","2,502",577,2,15,"4,112","2,357","1,659",55.35%,934,12.77%,2,0,0.04%,0.33%,0.00%,45,1.00,45,1,"1,825,520.00","40,567.11",1.00%,403.88,"Marketing, JP",live,JP,#N/A
Sep 20 2025 - Mar 20 2026,WFtAzn,JP_Churn,YtTu5R,JP_Trigger_Marketing_Churn_Touch1,Email,Live,"17,329","17,281","8,755",497,3,48,"11,189","8,056","6,815",50.66%,719,2.88%,3,0,0.02%,0.28%,0.00%,8,1.14,7,1,"421,095.00","52,636.88",0.04%,24.37,"Marketing, JP",live,JP,#N/A
Sep 20 2025 - Mar 20 2026,SZ6UxJ,JP_Onboarding,WzWFyG,JP_Trigger_Marketing_Onboarding_J1,Email,Live,"10,365","10,120","7,949","2,142",25,245,"15,033","6,546","4,858",78.55%,"3,958",21.17%,25,1,0.25%,2.36%,0.01%,683,1.01,674,1,"27,427,276.00","40,157.07",6.66%,2710.21,"Marketing, JP",live,JP,#N/A
Sep 20 2025 - Mar 20 2026,SZ6UxJ,JP_Onboarding,XzUUZQ,JP_Trigger_Marketing_Onboarding_J1_WinterSaleEA,Email,Live,"1,399","1,369",978,430,0,30,"1,548",783,622,71.44%,"1,002",31.41%,0,0,0.00%,2.14%,0.00%,53,1.00,53,1,"2,027,076.00","38,246.72",3.87%,1480.70,"Marketing, JP",deleted,JP,#N/A
Sep 20 2025 - Mar 20 2026,SZ6UxJ,JP_Onboarding,VjUAjs,JP_Trigger_Marketing_Onboarding_J2,Email,Live,"8,325","8,262","4,888",642,26,63,"6,709","4,142","3,353",59.16%,949,7.77%,26,0,0.32%,0.76%,0.00%,15,1.00,15,1,"608,777.00","40,585.13",0.18%,73.68,"Marketing, JP",live,JP,#N/A
Sep 20 2025 - Mar 20 2026,SZ6UxJ,JP_Onboarding,ScPmej,JP_Trigger_Marketing_Onboarding_J3,Email,Live,"6,396","6,342","3,423",497,4,54,"4,720","3,054","2,479",53.97%,821,7.84%,4,0,0.06%,0.84%,0.00%,24,1.04,23,1,"1,052,837.00","43,868.21",0.36%,166.01,"Marketing, JP",live,JP,#N/A
Sep 20 2025 - Mar 20 2026,SZ6UxJ,JP_Onboarding,ThAVLM,JP_Trigger_Marketing_Onboarding_J4,Email,Live,"5,278","5,267","2,624",337,6,11,"3,537","2,405","1,957",49.82%,587,6.40%,6,1,0.11%,0.21%,0.02%,16,1.00,16,1,"856,212.00","53,513.25",0.30%,162.56,"Marketing, JP",live,JP,#N/A
Sep 20 2025 - Mar 20 2026,U6qDDx,JP_PostPurchase,SdmvME,JP_Trigger_Marketing_PostPurchase_D5,Email,Live,"22,428","21,746","12,413","1,745",22,682,"19,150","11,767","8,571",57.08%,"2,725",8.02%,22,1,0.10%,3.04%,0.01%,22,1.16,19,1,"443,927.00","20,178.50",0.09%,20.41,"Marketing, JP",live,JP,#N/A
Sep 20 2025 - Mar 20 2026,WS8PSg,JP_PriceDrop,T82yaw,JP_Trigger_Marketing_PriceDrop,Email,Live,"9,957","9,942","5,555","1,026",3,15,"7,934","5,259","3,897",55.87%,"1,493",10.32%,3,0,0.03%,0.15%,0.00%,20,1.00,20,1,"550,897.00","27,544.85",0.20%,55.41,"US, Marketing",live,JP,#N/A
Sep 20 2025 - Mar 20 2026,UefJMJ,JP_Winback,RaHZWK,JP_Trigger_Marketing_Winback_Touch1,Email,Live,"19,370","19,331","9,566",357,8,39,"12,216","9,142","7,648",49.49%,490,1.85%,8,0,0.04%,0.20%,0.00%,7,1.00,7,1,"308,164.00","44,023.43",0.04%,15.94,"Marketing, JP",live,JP,#N/A
Sep 20 2025 - Mar 20 2026,YnxcHZ,Tory_Burch_Confirmed_Shipment,Td8j6d,JP_ShipConfirmation_ML,Email,Live,"14,495","14,461","9,739","2,308",1,34,"17,708","8,859","6,272",67.35%,"4,326",15.96%,1,0,7e-05,0.24%,0.00%,33,1.57,21,1,"1,522,650.00","46,140.91",0.15%,105.29,"EU, Transactional",live,JP,#N/A
Sep 20 2025 - Mar 20 2026,TYG8jh,Tory_Burch_OrderCancellation,W5C34P,JP_OrderCancellation_ML,Email,Live,54,54,41,5,0,0,92,36,28,75.93%,6,9.26%,0,0,0.00%,0.00%,0.00%,1,1.00,1,1,"52,000.00","52,000.00",1.85%,962.96,"EU, Transactional",draft,JP,#N/A
Sep 20 2025 - Mar 20 2026,TYG8jh,Tory_Burch_OrderCancellation,VTQ8Xh,JP_OrderCancellation_ML_V2,Email,Live,414,413,332,33,0,1,656,289,205,80.39%,45,7.99%,0,0,0.00%,0.24%,0.00%,3,1.00,3,1,"61,940.00","20,646.67",0.73%,149.98,"EU, Transactional",live,JP,#N/A
Sep 20 2025 - Mar 20 2026,TtX6eb,Tory_Burch_Order_Confirmation_Placed_Order,VW2gya,JP_OrderConfirmation_ML_PlacedOrder,Email,Live,"14,941","14,849","10,855","2,037",8,92,"23,167","10,146","6,885",73.10%,"3,574",13.72%,8,0,0.05%,0.62%,0.00%,85,1.09,78,1,"3,034,157.00","35,695.96",0.53%,204.33,"EU, Transactional",live,JP,#N/A
Sep 20 2025 - Mar 20 2026,SaeYGN,Tory_Burch_PaybyLink_Order_Confirmation,V64GWC,JP_OrderConfirmation_ML,Email,Live,59,59,52,13,0,0,126,52,34,88.14%,21,22.03%,0,0,0.00%,0.00%,0.00%,1,1.00,1,1,"81,000.00","81,000.00",1.69%,1372.88,"EU, Transactional",live,JP,#N/A
Sep 20 2025 - Mar 20 2026,RNTtfr,Tory_Burch_Refunded_Order,VwYJNE,JP_Trigger_Transactional_RefundDetails,Email,Live,259,259,171,8,0,0,319,171,119,66.02%,11,3.09%,0,0,0.00%,0.00%,0.00%,2,1.00,2,1,"34,800.00","17,400.00",0.77%,134.36,"EU, Transactional",live,JP,#N/A
Sep 20 2025 - Mar 20 2026,U2entr,Tory_Burch_Reset_Password,XTAaHs,JP_Trigger_Transactional_PasswordReset,Email,Live,"4,986","4,972","3,049","2,856",10,14,"5,839","2,838","1,834",61.32%,"4,410",57.44%,10,0,0.20%,0.28%,0.00%,555,1.04,535,1,"19,738,002.27","35,563.97",10.76%,3969.83,"EU, Transactional",live,JP,#N/A
Sep 20 2025 - Mar 20 2026,XLea9c,Tory_Burch_Returned_Order,V6TsXU,JP_Return_Order_Confirmation_ML,Email,Live,83,83,70,46,0,0,209,77,51,84.34%,128,55.42%,0,0,0.00%,0.00%,0.00%,3,1.00,3,1,"199,720.00","66,573.33",3.61%,2406.27,"EU, Transactional",live,JP,#N/A
Sep 20 2025 - Mar 20 2026,WKB5VK,Tory_Burch_SettlementFailure,Ttfk9Q,JP_Settlement_Failure_ML,Email,Live,2,2,1,0,0,0,1,1,1,50.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0,0.00,0,0,0.00,0.00,0.00%,0.00,"EU, Transactional",live,JP,#N/A
Sep 20 2025 - Mar 20 2026,RdzVtW,MO_Birthday,SnYLmN,MO_Trigger_Marketing_Birthday,Email,Live,932,863,293,5,1,69,392,284,221,33.95%,5,0.58%,1,0,0.12%,7.40%,0.00%,0,0.00,0,0,0.00,0.00,0.00%,0.00,"Marketing, APAC, MO",live,MO,#N/A
Sep 20 2025 - Mar 20 2026,TDtCbg,MO_Onboarding,Re2G4a,MO_Trigger_Marketing_Onboarding_J1,Email,Live,117,71,31,2,0,46,47,21,18,43.66%,6,2.82%,0,1,0.00%,39.32%,1.41%,0,0.00,0,0,0.00,0.00,0.00%,0.00,"Marketing, APAC, MO",live,MO,#N/A
Sep 20 2025 - Mar 20 2026,SXPN6p,Tory_Burch_BackOrder,TgjPjs,ECNO_Trigger_Transactional_BackOrder,Email,Live,18,18,12,0,0,0,36,14,9,66.67%,0,0.00%,0,0,0.00%,0.00%,0.00%,0,0.00,0,0,0.00,0.00,0.00%,0.00,"EU, Transactional",live,Other,#N/A
Sep 20 2025 - Mar 20 2026,YnxcHZ,Tory_Burch_Confirmed_Shipment,RX6dQX,ECNO_Trigger_Transactional_ShipConfirmation,Email,Live,"30,521","30,420","10,854","3,582",1,101,"47,148","20,971","7,130",35.68%,"8,798",11.78%,1,0,3e-05,0.33%,0.00%,662,2.74,242,1,"277,483.47",419.16,0.80%,9.12,"EU, Transactional",live,Other,#N/A
Sep 20 2025 - Mar 20 2026,TYG8jh,Tory_Burch_OrderCancellation,YjNsv9,ECNO_Trigger_Transactional_OrderCancellation,Email,Live,178,178,139,13,0,0,338,152,94,78.09%,16,7.30%,0,0,0.00%,0.00%,0.00%,0,0.00,0,0,0.00,0.00,0.00%,0.00,"EU, Transactional",live,Other,#N/A
Sep 20 2025 - Mar 20 2026,XgV87J,Tory_Burch_PayByLink_AuthorizeFailure,XMhUes,ECNO_Trigger_Transactional_AuthorizationFailure,Email,Live,8,7,4,0,0,1,7,2,1,57.14%,0,0.00%,0,0,0.00%,12.50%,0.00%,0,0.00,0,0,0.00,0.00,0.00%,0.00,"EU, Transactional",live,Other,#N/A
Sep 20 2025 - Mar 20 2026,SaeYGN,Tory_Burch_PaybyLink_Order_Confirmation,Svmg8J,ECNO_Trigger_Transactional_OrderConfirmation,Email,Live,37,37,30,8,0,0,79,26,15,81.08%,10,21.62%,0,0,0.00%,0.00%,0.00%,0,0.00,0,0,0.00,0.00,0.00%,0.00,"EU, Transactional",live,Other,#N/A
Sep 20 2025 - Mar 20 2026,RNTtfr,Tory_Burch_Refunded_Order,TDVAWM,ECNO_Trigger_Transactional_RefundDetails,Email,Live,998,998,512,9,0,0,"1,529",783,343,51.30%,10,0.90%,0,0,0.00%,0.00%,0.00%,1,1.00,1,1,240.00,240.00,0.10%,0.24,"EU, Transactional",live,Other,#N/A
Sep 20 2025 - Mar 20 2026,XLea9c,Tory_Burch_Returned_Order,S4rueb,ECNO_Trigger_Transactional_ReturnOrderConfirmation,Email,Live,287,287,206,97,0,0,596,306,154,71.78%,197,33.80%,0,0,0.00%,0.00%,0.00%,11,1.10,10,1,"3,380.09",307.28,3.48%,11.78,"EU, Transactional",live,Other,#N/A
Sep 20 2025 - Mar 20 2026,WKB5VK,Tory_Burch_SettlementFailure,Wr64yb,ECNO_Trigger_Transactional_SettlementFailure,Email,Live,9,9,4,0,0,0,10,3,3,44.44%,0,0.00%,0,0,0.00%,0.00%,0.00%,0,0.00,0,0,0.00,0.00,0.00%,0.00,"EU, Transactional",live,Other,#N/A
Sep 20 2025 - Mar 20 2026,UaA9Nu,SG_Birthday,XKrUPs,SG_Trigger_Marketing_Birthday,Email,Live,"6,865","6,724","3,724",213,4,141,"5,420","3,670","2,667",55.38%,253,3.17%,4,5,0.06%,2.05%,0.07%,2,2.00,1,1,428.00,214.00,0.01%,0.06,"Marketing, APAC, SG",live,SG,#N/A
Sep 20 2025 - Mar 20 2026,UQEdcc,SG_Onboarding,UdDazz,SG_Trigger_Marketing_Onboarding_J1,Email,Live,"2,144","1,875",981,95,6,269,"1,593",897,618,52.32%,132,5.07%,6,1,0.32%,12.55%,0.05%,3,1.00,3,1,"1,792.00",597.33,0.16%,0.96,"Marketing, APAC, SG",live,SG,#N/A
Sep 20 2025 - Mar 20 2026,YnxcHZ,Tory_Burch_Confirmed_Shipment,ShBfex,UK_Trigger_Transactional_ShipConfirmation,Email,Live,"23,032","22,984","15,990","4,907",4,48,"40,999","19,426","10,222",69.57%,"10,590",21.35%,4,4,0.02%,0.21%,0.02%,187,1.18,158,1,"64,135.90",342.97,0.69%,2.79,"EU, Transactional",live,UK,#N/A
Sep 20 2025 - Mar 20 2026,TYG8jh,Tory_Burch_OrderCancellation,WWwQHC,UK_Trigger_Transactional_OrderCancellation,Email,Live,279,279,238,13,1,0,477,235,134,85.31%,16,4.66%,1,0,0.36%,0.00%,0.00%,2,1.00,2,1,254.17,127.09,0.72%,0.91,"EU, Transactional",live,UK,#N/A
Sep 20 2025 - Mar 20 2026,TtX6eb,Tory_Burch_Order_Confirmation_Placed_Order,XwzpaY,UK_Trigger_Transactional_OrderConfirmation_PlacedOrder,Email,Live,"22,735","22,616","16,208","3,807",6,119,"46,187","21,366","10,484",71.67%,"7,918",16.83%,6,5,0.03%,0.52%,0.02%,152,1.10,138,1,"34,509.51",227.04,0.61%,1.53,"EU, Transactional",live,UK,#N/A
Sep 20 2025 - Mar 20 2026,XgV87J,Tory_Burch_PayByLink_AuthorizeFailure,ULQVDe,UK_Trigger_Transactional_AuthorizationFailure,Email,Live,4,4,3,0,0,0,10,6,2,75.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0,0.00,0,0,0.00,0.00,0.00%,0.00,"EU, Transactional",live,UK,#N/A
Sep 20 2025 - Mar 20 2026,UVasee,Tory_Burch_PayBylink,UNwbJj,UK_Trigger_Transactional_PayByLink,Email,Live,50,47,32,12,2,3,96,32,19,68.09%,30,25.53%,2,0,4.26%,6.00%,0.00%,10,1.67,6,1,"2,661.26",266.13,12.77%,56.62,"EU, Transactional",live,UK,#N/A
Sep 20 2025 - Mar 20 2026,SaeYGN,Tory_Burch_PaybyLink_Order_Confirmation,W8e3id,UK_Trigger_Transactional_OrderConfirmation,Email,Live,289,286,225,46,0,3,673,302,148,78.67%,95,16.08%,0,0,0.00%,1.04%,0.00%,0,0.00,0,0,0.00,0.00,0.00%,0.00,"EU, Transactional",live,UK,#N/A
Sep 20 2025 - Mar 20 2026,RNTtfr,Tory_Burch_Refunded_Order,Vj7XUZ,UK_Trigger_Transactional_RefundDetails,Email,Live,"4,820","4,807","3,220",38,1,13,"7,217","4,095","2,174",66.99%,45,0.79%,1,1,0.02%,0.27%,0.02%,3,1.00,3,1,795.84,265.28,0.06%,0.17,"EU, Transactional",live,UK,#N/A
Sep 20 2025 - Mar 20 2026,U2entr,Tory_Burch_Reset_Password,TpdjQN,UK_Trigger_Transactional_PasswordReset,Email,Live,"1,413","1,412",925,833,2,1,"1,987",939,521,65.51%,"1,188",58.99%,2,1,0.14%,0.07%,0.07%,282,1.11,255,1,"77,311.81",274.16,18.06%,54.75,"EU, Transactional",live,UK,#N/A
Sep 20 2025 - Mar 20 2026,XLea9c,Tory_Burch_Returned_Order,YiBWqr,UK_Trigger_Transactional_ReturnOrderConfirmation,Email,Live,637,635,503,209,1,2,"1,406",666,339,79.21%,362,32.91%,1,0,0.16%,0.31%,0.00%,8,1.00,8,1,"1,949.37",243.67,1.26%,3.07,"EU, Transactional",live,UK,#N/A
Sep 20 2025 - Mar 20 2026,WKB5VK,Tory_Burch_SettlementFailure,RhGb4U,UK_Trigger_Transactional_SettlementFailure,Email,Live,10,10,7,0,0,0,13,8,4,70.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0,0.00,0,0,0.00,0.00,0.00%,0.00,"EU, Transactional",live,UK,#N/A
Sep 20 2025 - Mar 20 2026,RRpEez,UK_AbandonBrowse,Ua6EqL,UK_Trigger_Marketing_Abandon_Browse_Touch1,Email,Live,"54,005","53,693","18,432","2,773",34,312,"49,921","33,282","13,396",34.33%,"4,655",5.17%,34,11,0.06%,0.58%,0.02%,111,1.06,105,1,"28,133.12",253.45,0.20%,0.52,"Marketing, EU, UK",live,UK,#N/A
Sep 20 2025 - Mar 20 2026,RRpEez,UK_AbandonBrowse,UuBFNk,UK_Trigger_Marketing_Abandon_Browse_Touch1-Sale,Email,Live,"56,485","55,975","19,645","4,294",36,510,"50,109","33,416","14,140",35.10%,"7,682",7.67%,36,35,0.06%,0.90%,0.06%,210,1.07,196,1,"47,903.72",228.11,0.35%,0.86,"Marketing, EU, UK",live,UK,#N/A
Sep 20 2025 - Mar 20 2026,RRpEez,UK_AbandonBrowse,R9Kmgy,UK_Trigger_Marketing_Abandon_Browse_Touch1_3Recs,Email,Live,848,847,537,37,0,1,814,539,395,63.40%,43,4.37%,0,0,0.00%,0.12%,0.00%,0,0.00,0,0,0.00,0.00,0.00%,0.00,"Marketing, EU, UK",deleted,UK,#N/A
Sep 20 2025 - Mar 20 2026,RRpEez,UK_AbandonBrowse,Uadqqe,UK_Trigger_Marketing_Abandon_Browse_Touch1_3Recs,Email,Live,"1,590","1,586",860,82,0,4,"1,544","1,017",617,54.22%,124,5.17%,0,0,0.00%,0.25%,0.00%,5,1.00,5,1,"2,033.24",406.65,0.32%,1.28,"Marketing, EU, UK",deleted,UK,#N/A
Sep 20 2025 - Mar 20 2026,RRpEez,UK_AbandonBrowse,WikPnZ,UK_Trigger_Marketing_Abandon_Browse_Touch1_6Recs,Email,Live,"1,604","1,603",887,100,0,1,"1,695","1,077",654,55.33%,138,6.24%,0,0,0.00%,0.06%,0.00%,3,1.00,3,1,"1,375.00",458.33,0.19%,0.86,"Marketing, EU, UK",deleted,UK,#N/A
Sep 20 2025 - Mar 20 2026,RRpEez,UK_AbandonBrowse,TGxiaX,UK_Trigger_Marketing_Abandon_Browse_Touch2,Email,Live,"110,744","109,907","29,969","5,282",97,837,"98,679","66,106","21,907",27.27%,"9,774",4.81%,98,36,0.09%,0.76%,0.03%,198,1.08,184,1,"51,920.17",262.22,0.17%,0.47,"Marketing, EU, UK",live,UK,#N/A
Sep 20 2025 - Mar 20 2026,Uhm9De,UK_AbandonBrowse_HolidayEvent,VKfZL9,UK_Trigger_Marketing_Abandon_Browse_Touch1-HolidayEvent,Email,Draft,"9,453","9,434","4,985",619,7,19,"8,935","5,898","3,604",52.84%,969,6.56%,7,2,0.07%,0.20%,0.02%,49,1.07,46,1,"11,468.26",234.05,0.49%,1.22,"Marketing, EU, UK",draft,UK,#N/A
Sep 20 2025 - Mar 20 2026,Uhm9De,UK_AbandonBrowse_HolidayEvent,XScUEc,UK_Trigger_Marketing_Abandon_Browse_Touch1-Sale-HolidayEvent,Email,Draft,"8,116","8,106","4,668","1,041",2,10,"8,349","5,280","3,251",57.59%,"1,733",12.84%,2,0,0.03%,0.12%,0.00%,62,1.07,58,1,"15,684.39",252.97,0.72%,1.93,"Marketing, EU, UK",draft,UK,#N/A
Sep 20 2025 - Mar 20 2026,Uhm9De,UK_AbandonBrowse_HolidayEvent,TayyWf,UK_Trigger_Marketing_Abandon_Browse_Touch2-HolidayEvent,Email,Draft,"15,230","15,208","7,848","1,075",5,22,"14,480","9,595","5,610",51.60%,"1,495",7.07%,5,1,0.03%,0.14%,0.01%,53,1.04,51,1,"8,645.86",163.13,0.34%,0.57,"Marketing, EU, UK",draft,UK,#N/A
Sep 20 2025 - Mar 20 2026,SADcNw,UK_AbandonCart,RXCabT,UK_Trigger_Marketing_Abandon_Cart_Touch1,Email,Live,"6,915","6,860","3,822",725,4,55,"6,879","4,359","2,660",55.71%,"1,112",10.57%,4,1,0.06%,0.80%,0.02%,131,1.01,130,1,"37,875.42",289.13,1.90%,5.52,"Marketing, EU, UK",live,UK,#N/A
Sep 20 2025 - Mar 20 2026,SADcNw,UK_AbandonCart,Up56iZ,UK_Trigger_Marketing_Abandon_Cart_Touch1-Sale,Email,Live,"15,053","14,907","7,267","1,850",13,146,"14,804","9,352","5,095",48.75%,"3,174",12.41%,13,9,0.09%,0.97%,0.06%,327,1.08,304,1,"72,631.09",222.11,2.04%,4.87,"Marketing, EU, UK",live,UK,#N/A
Sep 20 2025 - Mar 20 2026,SADcNw,UK_AbandonCart,QSRpJx,UK_Trigger_Marketing_Abandon_Cart_Touch1-Sale_BSMV,Email,Live,1,1,1,1,0,0,1,1,1,100.00%,2,100.00%,0,0,0.00%,0.00%,0.00%,0,0.00,0,0,0.00,0.00,0.00%,0.00,"Marketing, EU, UK",deleted,UK,#N/A
Sep 20 2025 - Mar 20 2026,SADcNw,UK_AbandonCart,VpeeBb,UK_Trigger_Marketing_Abandon_Cart_Touch1_BSMV,Email,Live,546,546,264,50,0,0,607,363,178,48.35%,96,9.16%,0,0,0.00%,0.00%,0.00%,10,1.11,9,1,"3,480.63",348.06,1.65%,6.37,"Marketing, EU, UK",deleted,UK,#N/A
Sep 20 2025 - Mar 20 2026,SADcNw,UK_AbandonCart,UHeFPh,UK_Trigger_Marketing_Abandon_Cart_Touch1_YMAL,Email,Live,"1,188","1,187",785,106,1,1,"1,328",832,544,66.13%,168,8.93%,1,0,0.08%,0.08%,0.00%,22,1.00,22,1,"7,141.72",324.62,1.85%,6.02,"Marketing, EU, UK",deleted,UK,#N/A
Sep 20 2025 - Mar 20 2026,SADcNw,UK_AbandonCart,UsSEFG,UK_Trigger_Marketing_Abandon_Cart_Touch1_YMAL,Email,Live,599,598,287,58,0,1,703,406,201,47.99%,95,9.70%,0,0,0.00%,0.17%,0.00%,7,1.00,7,1,"1,812.50",258.93,1.17%,3.03,"Marketing, EU, UK",deleted,UK,#N/A
Sep 20 2025 - Mar 20 2026,SADcNw,UK_AbandonCart,T92Z5K,UK_Trigger_Marketing_Abandon_Cart_Touch2,Email,Live,"22,686","22,539","9,736","1,799",20,147,"20,728","13,473","6,979",43.20%,"3,065",7.98%,20,14,0.09%,0.65%,0.06%,183,1.03,178,1,"44,394.95",242.60,0.79%,1.97,"Marketing, EU, UK",live,UK,#N/A
Sep 20 2025 - Mar 20 2026,UY8d39,UK_AbandonCart_HolidayEvent,TTVSx3,UK_Trigger_Marketing_Abandon_Cart_Touch1-HolidayEvent,Email,Draft,"3,008","3,001","1,889",373,3,7,"3,312","1,977","1,307",62.95%,550,12.43%,3,2,0.10%,0.23%,0.07%,77,1.01,76,1,"19,503.61",253.29,2.53%,6.50,"Marketing, EU, UK",draft,UK,#N/A
Sep 20 2025 - Mar 20 2026,UY8d39,UK_AbandonCart_HolidayEvent,WLy6xC,UK_Trigger_Marketing_Abandon_Cart_Touch1-Sale-HolidayEvent,Email,Draft,"3,261","3,255","2,032",481,2,6,"3,692","2,136","1,353",62.43%,815,14.78%,2,0,0.06%,0.18%,0.00%,92,1.10,84,1,"18,237.91",198.24,2.58%,5.60,"Marketing, EU, UK",draft,UK,#N/A
Sep 20 2025 - Mar 20 2026,UY8d39,UK_AbandonCart_HolidayEvent,SEv3k9,UK_Trigger_Marketing_Abandon_Cart_Touch2-HolidayEvent,Email,Draft,"5,276","5,266","2,966",502,4,10,"5,070","3,303","2,103",56.32%,781,9.53%,4,1,0.08%,0.19%,0.02%,60,1.03,58,1,"12,406.22",206.77,1.10%,2.36,"Marketing, EU, UK",draft,UK,#N/A
